flag,vessel_name,mmsi,imo,rmi_eez_fishing_hours,tonga_eez_fishing_hours,nauru_eez_fishing_hours,vanuatu_eez_fishing_hours,hsp2_fishing_hours,hsp3_fishing_hours,hsp1_fishing_hours,usa2_eez_fishing_hours,hsp4_fishing_hours,hsp5_fishing_hours,usa_eez_fishing_hours,hsp7_fishing_hours,hsp6_fishing_hours,palau_eez_fishing_hours,fsm_eez_fishing_hours,kirbati2_eez_fishing_hours,png_eez_fishing_hours,fiji_eez_fishing_hours,tuvalu_eez_fishing_hours,kiribati1_eez_fishing_hours,solomon_islands_eez_fishing_hours
CHN,ZHONGRONG 33,412326881,,,,,,,,,,981.29,23.8,,,,,,,4886.3,10.22,,,0.32
CHN,ZHONGRONG15,412320028,,,,,1238.23,,,,,,61.41,,,,,,,,29.65,,,
CHN,ZHONGSHUI 705,413344000,8628951,,,,4005.91,,,,,,358.72,,,,,,,,71.77,,,
CHN,ZHONGSHUI 706,413345000,8628963,,,,5361.49,,,,,,187.62,,,,,,,,68.78,,,
CHN,ZHONGSHUI 708,412320024,8628975,,,,3548.78,,,,,,339.75,,1527.62,,,,,,31.6,,,
CHN,ZHONGSHUI 737,412328758,9686106,,,,479.75,,,,,,105.47,,470.72,,,,,,42.63,,,2500.98
CHN,ZHONGSHUI 748,412549005,,,,,2169.24,,,,,,113.52,,,,,,,,140.21,,,1479.08
CHN,ZHONGSHUI 767,412328755,9686132,,,,71.2,,,,,,32.43,,741.05,,,,,,27.2,,,914.59
CHN,ZHONGSHUI 768,412549009,9865300,,,,3352.47,,,,,,201.55,,,,,,,,15.21,,,2170.44
CHN,ZHONGSHUI 809,412326905,8629046,,,,1325.59,,,,,,147.42,,914.4,,,,,,46.26,,,2073.06
CHN,ZHONGSHUI 811,412326895,8653619,,,,1223.26,,,,,83.75,58.57,,908.21,,,,,,50.24,,,1887.86
CHN,ZHONGSHUI 917,412549917,1077438,,,,,10.48,,51.37,,,10.42,,1344.37,,12.06,,445.39,31.47,44.12,,,4.53
CHN,ZHONGSHUI 927,412549927,1077440,,,,,14.86,,40.64,,,15.89,,1189.81,1.02,7.68,,144.98,33.44,26.84,,,16.74
CHN,ZHONGSHUI 937,412549937,1077452,,3.1,,,,,,,,,,82.06,,,,,,3.58,,,
CHN,ZHONGSHUI702,413341000,8628913,,,,3575.52,,,,,,343.25,,,,,,,,80.84,,,
CHN,ZHONGSHUI703,413342000,,,,,4980.9,,,,,,208.17,,,,,,,,73.21,,,
CHN,ZHONGSHUI704,413343000,8628949,,,,3890.95,,,,,,401.17,,223.55,,,,,,72.28,,,
CHN,ZHONGSHUI707,412320023,8628937,,,,1078.84,,,,,,67.84,,590.12,,,,,,27.52,,,
CHN,ZHONGSHUI709,412320025,8628987,,,,3317.13,,,,,,547.21,,,,,,,,46.65,,,
CHN,ZHONGSHUI710,412320026,8628999,,,,3537.96,,,,,,206.01,,,,,,,,55.73,,,4.79
CHN,ZHONGSHUI711,412326893,8653592,,,,544.6,,,,,,176.52,,499.61,,,,,,47.58,,,2944.19
CHN,ZHONGSHUI712,412326894,8653607,,,,854.42,,,,,,608.06,,,,,,,,27.87,,,3904.33
CHN,ZHONGSHUI717,412328761,9686089,,,,114.35,,,,,,157.67,,,,,,,,16.86,,,2703.35
CHN,ZHONGSHUI718,412549002,,,,,,,,,,,,,,,,,,,11.65,,,3811.22
CHN,ZHONGSHUI727,412328759,9686091,,,,961.57,,,,,,405.35,,892.32,,,,,,65.41,,,3013.2
CHN,ZHONGSHUI728,412549003,9865269,,,,,,,,,,,,,,,,,,,,,1409.73
CHN,ZHONGSHUI738,412549004,,,,,,,,,,,32.65,,,,,,,,13.02,,,4342.28
CHN,ZHONGSHUI747,412328757,9686118,,,,1190.44,,,,,,106.05,,,,,,,,36.34,,,3149.61
CHN,ZHONGSHUI757,412328756,9686120,,0.28,,1281.11,,,,,,123.36,,1025.83,,,,,,29.63,,,1430.12
CHN,ZHONGSHUI778,412549011,,,,,2331.86,,,,,,88.03,,,,,,,,10.64,,,1615.64
CHN,ZHONGSHUI805,412326901,8629008,,,,821.67,,,,,,2.31,,628.27,12.27,,,,,42.61,,,2420.08
CHN,ZHONGSHUI806,412326902,8629010,,,,1037.91,,,,,,213.49,,685.75,,,,,,28.78,,,2445.75
CHN,ZHONGSHUI807,412326903,8629022,,,,30.15,,,,,,33.12,,,,,,,,38.39,,,1530.59
CHN,ZHONGSHUI810,412326906,8629058,,,,1040.39,,,,,,50.65,,791.8,,,,,,29.25,,,2001.74
CHN,ZHONGSHUI812,412326896,8653621,,0.79,,987.9,,,,,8.74,65.87,,,,,,,,57.64,,,3065.28
CHN,ZHONGTAI6,412549296,9891218,213.2,,341.33,,,,,,,,,,,,46.24,,289.87,,50.83,1603.42,214.0
CHN,ZHONGTAI7,412549297,9891220,30.05,,311.68,,,,,,1.75,,,,,,,,408.95,,,558.9,156.44
CHN,ZHONGYANG12,412463901,,,,,,,,,,,,,89.0,,,,,,,,,
CHN,ZHOUYUANYU202,413404430,,,,,,,,,,68.61,,,358.51,605.55,,,705.21,,9.44,905.25,,
CHN,ZHOUYUANYU2601,412420898,,,,,,,,,4.12,63.8,,,314.21,210.12,,,750.17,,10.73,642.71,442.03,
CHN,ZHOUYUANYU2602,412421058,,,,,,,,,,85.88,,,70.28,207.25,,,1013.73,,12.85,687.87,317.24,
CHN,ZHOUYUANYU2605,412421156,,,,,,,,,,30.14,,,426.4,725.14,,,697.85,,10.78,533.4,,
CHN,ZHOUYUANYU2606,412421188,,,,,,,,,,10.63,,,108.57,148.37,,0.56,658.2,,13.56,746.26,766.04,
CHN,ZHOUYUANYU2607,412421288,,,,,,,7.72,,,126.77,,,636.97,484.11,,,680.63,,10.01,611.6,,
CHN,ZHOUYUANYU2608,412421199,,,,,,,,,,,,,393.22,362.53,,,650.27,,,261.22,,
COK,JEANNINE,518100665,,,,,,,,,,,,,124.65,,,,,,,,,
COK,VALENTINA C,518998447,7409140,,,,,,,,,,,,38.26,,,,9.74,,,,,
CXR,CT5-167102-62%,5167102,,,,,,,,,,,,,,,,,,,,,,40.59
CXR,CT5-167102-67%,5167102,,,,,,,,,,,,,,,,,,,,,,49.34
CXR,CT5-167102-82%,5167102,,,,,,,,,,,,,,,,,,,,,,19.09
CXR,CT5-167102-86%,5167102,,,,,,,,,,,,,,,,,,,,,,36.01
CXR,CT5-167102-87%,5167102,,,,,,,,,,,,,,,,,,,,,,66.87
CXR,CT5-167102-99%,5167102,,,,,,,,,,,,,,,,,,,,,,1.05
CXR,CT51671-02-54%,5167102,,,,,,,,,,,,,,,,,,,,,,155.32
CXR,CT51671-02-68%,5167102,,,,,,,,,,,,,,,,,,,,,,7.38
CXR,CT51671-02-78%,5167102,,,,,,,,,,,,,,,,,,,,,,20.28
ECU,PANAMA TUNA,735058003,9175028,,,,,,,,,,,,,,,,135.0,,,,,
ESP,ALBATUN TRES,224680000,9281310,,,,,,,,,,,,343.35,,,,193.92,,,,,
ESP,AURORA B,224651000,9156058,,,,,,,,,,,,277.37,,,,19.82,,,,,
ESP,CARMEN TERE,224256000,9098608,,,,,,,,,,,,,,,,,,2.38,,,
ESP,MAR DE SERGIO,224733000,8212075,,,,,,,,,,,,397.27,,,,,,,,,
ESP,PLAYA ZAHARA,224318000,9297656,,,,,,,,,,,,,,,,,,1.38,,,
ESP,ROSITA C,224523000,9210969,,,,,,,,,,,,158.23,,,,,,,,,
ESP,VIKING BAY,224342000,9221516,,2.17,,,,,,,,,,,,,,,,28.54,,,
FJI,DAEJIN,520116004,,,,,,,,,,,,,,,,,,,704.89,,,
FJI,FENG YUH NO6,520171000,,,3782.03,,,,,,,,,,,,,,,,,,,
FJI,FVWINFULL36,520385000,,,,,,,,,,,,,,,,,,,3019.33,,,
FJI,FVWINFULL38,520386000,,,,,,,,,,,,,,,,,,,3678.6,,,
FJI,GREEN TUNA-1,520241000,,,,,,,,,,,,,,,,,,,1496.23,,,
FJI,HANGTON 111,520311000,,,,,,,,,,,,,,,,,,,2832.67,,,
FJI,HANGTON 115,520315000,9850408,,,,,,,,,,,,,,,,,,4463.44,,,
FJI,HANGTON112,520313000,,,,,,,,,,,,,,,,,,,5021.52,,,
FJI,HSIN LONG 1,520174000,,,3949.22,,,,,,,,,,,,,,,,97.61,,,
FJI,NAN,520019000,,,,,,,,,,,,,,,,,,,5.89,,,
FJI,NAN,520146000,,,,,,,,,,,,,,,,,,,297.79,,,
FJI,NAN,520225000,,,,,,,,,,,,,,,,,,,,,,5.53
FJI,NAN,520241000,,,,,,,,,,,,,,,,,,,4.1,,,
FJI,OCEAN BOUNTIFULNO338,520225000,,,,,,,,,,689.81,,,,,,,,2.22,,,,2595.61
FJI,OCEANFORTUNE 1,520274000,,,,,,,,,,,,,,,,,,,5486.94,,,
FJI,RISING 16,520231000,,,,,867.19,,,,,,556.06,,108.53,,,,,,84.11,,,
FJI,RISING 28,520234000,,,,,1437.47,,,,,,82.09,,1158.68,,,,,,39.9,,,
FJI,RISING NO 8,520172000,,,2.97,,797.59,,,,,,,,314.59,,,,,,30.15,,,
FJI,RITUNA NO2,520143000,,,3687.31,,,,,,,,,,,,,,,,7.23,,,
FJI,SAM WEON 11,520146000,,,,,,,,,,,,,,,,,,,26.15,,,
FJI,SCORPION 68,520289000,,,,,,,,,,,,,,,,,,,1942.75,,,
FJI,SEIN3,520085000,,,,,,,,,,,,,,,,,,,2372.6,,,
FJI,SOLANDER 2,520113000,,,,,,,,,,,,,,,,,,,1070.17,,,
FJI,SOLANDER 6,520012000,,,,,,,,,,,,,,,,,,,402.2,,,
FJI,SOLANDER KARIQA,520114000,,,,,,,,,,,,,,,,,,,1617.88,,,
FJI,SUN SHINE NO 8,520204000,,,,,,,,,,,,,,,,,,,0.82,,,
FJI,SUNSHINE 18,520180000,,,,,,,,,,,,,,,,,,,1700.55,,,
FJI,SUNSHINE NO 16,520137000,,,,,,,,,,,,,,,,,,,312.37,,,
FJI,WIN FULL 2,520019000,,,,,,,,,,,,,,,,,,,2969.92,,,
FJI,WIN FULL 31,520346000,,,,,,,,,,,,,,,,,,,2254.66,,,
FJI,WIN FULL 8,520245000,,,,,,,,,,,,,,,,,,,4026.73,,,
FJI,WINFULL NO1,520020000,,,,,,,,,,,,,,,,,,,2085.295,,,
FJI,WINFULL181,520155000,,,,,,,,,,,,,,,,,,,2700.31,194.49,,
FJI,WINFULL182,520156000,,,,,,,,,,,5.81,,,,,,,,3663.14,249.63,,
FJI,WINFULL186,520157000,,,,,,,,,,,,,,,,,,,3794.53,,,
FJI,WINFULL188,520158000,,,,,,,,,,,,,,,,,,,6703.09,,,
FJI,WINFULL32,520347000,,,,,,,,,,,,,,,,,,,1434.64,,,
FJI,WINFULL38,520386000,,,,,,,,,,,,,,,,,,,1437.78,,,
FJI,WINNING 6,520145000,,,4816.24,,,,,,,,,,,,,,,,15.85,,,
FJI,YONG XING 2,520077000,,,,,,,,,,,,,,,,,,,2903.98,,,
FJI,YONGXING,520077000,,,,,,,,,,,,,,,,,,,27.72,,,
FJI,ZHONG DA 3,520126000,,,,,,,,,,,,,,,,,,,233.41,,,
FSM,CAROLINE 1,510065000,,2.1,,,,,,,,,,,,,,,86.66,,,,,
FSM,CFA20,510035000,,2490.89,,,,,,,,,,,,,,,,,,,,
FSM,CFA22,510051000,8795625,2068.55,,,,,,,,,,,,,,,,,,,,
FSM,CFA22,510051000,,25.16,,,,,,,,,,,,,,,,,,,,
FSM,CFA23,510052000,,1730.72,,,,,,,,,,,,,,,,,,,,
FSM,CFA25,510053000,,3965.27,,,,,,,,,,,,,,,,,,,,
FSM,CROMWELL 1,510094000,9732656,,,,,,,,,,,,,,,33.03,,9.7,,,,
FSM,CROMWELL 101,510095000,9853773,,,,,,,,,,,,,,,2.15,,,,,,
FSM,FULL FORTUNE 301,510200000,8748579,,,,,,,5.49,,,,,,,,56.08,,,,,,
FSM,MATHAWMARFACH,510046000,,2.76,,,,,,,,,,,,23.99,,,,,,,,
FSM,MELISSA,510056000,,13.6,,20.44,,,,,,,,,9.72,92.51,,,65.85,,,87.02,127.23,
FSM,MICRONESIA 101,510067000,9587037,,,,,,,,,,,,,,,40.19,,,,,6.54,
FSM,MICRONESIA 102,510068000,9587544,,,,,,,,,,,,,,18.53,74.73,,9.22,,,,
FSM,MICRONESIA 106,510084000,9817224,,,,,,,,,,,,,,,3.74,,,,,,0.32
FSM,MICRONESIA103,510080000,9817054,12.06,,0.46,,,,,,,,,,,,4.34,,,,,6.09,
FSM,MISSLUEN,510038000,,3611.88,,,,,,,,,,,,,,,,,,,,
FSM,NANMADOL,510062000,8215493,8.16,,,,,,,,,,,,,,10.44,,,,,,
FSM,PACIFIC JOURNEY NO8,510091000,9720562,1.66,,,,,,,,,,,,,,45.59,,,,,,
FSM,PACIFIC PURSUIT 107,510098000,9887073,,,0.24,,,,,,,,,,,,109.46,,47.56,,,,24.69
FSM,PACIFIC PURSUIT 777,510099000,9899595,,,,,,,,,,,,,,,40.36,,,,,,
FSM,PACIFICJOURNEYNO101,510092000,9720550,,,9.29,,,,20.71,,,,,,,,69.9,,126.63,,,4.21,
FSM,PERSEVERANCE NO 282,510119000,9966283,,,,,,,,,,,,,,,16.59,,,,,,
FSM,PERSEVERANCE NO768,510120000,9966295,5.28,,2.87,,,,,,2.76,,,,,,55.16,,177.16,,,0.3,7.58
FSM,QUEEN ALEXANDRA 959,510073000,9703253,,,,,,,0.85,,,,0.17,,,,19.57,,,,,,1.32
FSM,QUEEN ANNE 959,510070000,9268899,,,,,,,,,,,,,,,16.0,,105.31,,,6.41,
FSM,QUEEN ISABELLA 88,510069000,,,,2.24,,,,,,,,,,,,3.11,,1.19,,,,
FSM,TAIYO CHUUK,510057000,9567465,,,,,,,,,,,,,,,0.28,,12.07,,,,
FSM,TAIYO POHNPEI,510054000,8603755,,,,,,,,,,,,,,,10.13,,,,,,
FSM,TAIYO WAAB,510060000,9234173,,,,,,,,,,,,,,,14.08,,,,,,
GBR,PING TAI RONG 31-2,235211719,,,,,,,,,,,,,0.18,,,,,,,,,
GBR,PING TAI RONG 31-3,235211765,,,,,,,,,,,,,0.87,,,,,,,,,
GRC,NAN,239815,,,,,,,,68.66,,,,,,,,,,,,,,
GRC,ZHOUYUANYU202-1,240700036,,,,,,,,,,3.3,,,254.5,504.74,,,513.37,,,528.45,,
GRC,ZHOUYUANYU202-11,240700046,,,,,,,,,,,,,226.47,67.6,,,503.7,,,,,
GRC,ZHOUYUANYU202-12,240700047,,,,,,,,,,,,,242.62,776.46,,,492.09,,,896.5,,
GRC,ZHOUYUANYU202-13,240700048,,,,,,,,,,,,,233.08,736.02,,,525.91,,,1026.88,,
GRC,ZHOUYUANYU202-14,240700049,,,,,,,,,,,,,338.48,752.57,,,870.93,,,1045.03,,
GRC,ZHOUYUANYU202-15,240700050,,,,,,,,,,,,,13.0,253.07,,,,,,836.8,,
GRC,ZHOUYUANYU202-2,240700037,,,,,,,,,,,,,295.97,428.64,,,879.67,,,711.31,,
GRC,ZHOUYUANYU202-3,240700038,,,,,,,,,,,,,155.22,644.54,,,,,,1137.83,,
GRC,ZHOUYUANYU202-5,240700040,,,,,,,,,,,,,,,,,,,,726.26,,
GRC,ZHOUYUANYU202-6,240700041,,,,,,,,,,,,,,206.98,,,,,,1050.03,,
GRC,ZHOUYUANYU202-8,240700043,,,,,,,,,,,,,250.75,643.78,,,635.56,,,286.58,,
GRC,ZHOUYUANYU202-9,240700044,,,,,,,,,,,,,209.77,608.71,,,534.22,,,1001.34,,
GRC,ZHOUYUANYU2601-4,240700004,,,,,,,,,,,,,226.5,206.62,,,930.1,,,656.1,746.35,
GRC,ZHOUYUANYU2601-6,240700006,,,,,,,,,,,,,147.83,102.68,,,641.12,,,,371.37,
GRC,ZHOUYUANYU2601-8,240700008,,,,,,,,,,,,,162.32,3.73,,,406.88,,,,,
GTM,YUE LU FENG 25009,332543123,,,,,,,,14.03,,,,,,,,,,,,,,
IDN,AGUNG MAKMUR 168,525800618,,,,,,,,,,,,,,,,,,1.86,,,,
IDN,ANDRE WIJAYA,525701391,,,,,,,,,,,,,,,,,,59.53,,,,
IDN,BERLIAN BIRU 01,525701455,9896426,,,,,,,,,,,,,,10.45,,,,,,,
IDN,BINTANG MAS BERLIAN,525900205,,,,,,,,,,,,,,,,,,26.97,,,,
IDN,BINTANGMANDIRI0B,525700038,,,,,,,,,,,,,,,,,,4.59,,,,
IDN,BUNGAHATINR,525201134,,,,,,,,,,,,,,,,,,16.06,,,,
IDN,FILA PANGESTU,525700108,,,,,,,,,,,,,,,35.56,,,,,,,
IDN,HASIL LAUT 215,525700016,,,,,,,,,,,,,,,,,,154.0,,,,
IDN,HASIL LAUT 217,525700874,,,,,,,,,,,,,,,,,,105.49,,,,
IDN,HASIL MELIMPAH I,525005891,,,,,,,,,,,,,,,,,,94.56,,,,
IDN,INDAHJAYAII,525600574,,,,,,,,,,,,,,,12.34,,,,,,,
IDN,JW 02,525900085,,,,,,,,,,,,,,,,,,49.92,,,,
IDN,KM  MAULANA 29,525900886,,,,,,,,,,,,,,,,,,96.42,,,,
IDN,KM ANUGERAH,525301001,,,,,,,,,,,,,,,,,,1.76,,,,
IDN,KM BAHANA CITRA,525800138,,,,,,,,,,,,,,,,,,0.0,,,,
IDN,KM BAHARI - 6,525700791,,,,,,,,,,,,,,,,,,6.36,,,,
IDN,KM BINTANG MUTIARA,525700988,,,,,,176.46,,,,,,,,,,,,,,,,
IDN,KM FUJIYAMA PAPUA,525201985,,,,,,,,,,,,,,,,,,58.74,,,,
IDN,KM KHARISMA PAPUA,525111000,,,,,,,,,,,,,,,,,,48.94,,,,
IDN,KM LAUT SUBUR 7,525900848,,,,,,2.34,,,,,,,,,,,,,,,,
IDN,KM MAULANA - XI,525900672,,,,,,,,,,,,,,,,,,53.94,,,,
IDN,KM YAMA TOBA 10,525101411,,,,,,,,,,,,,,,,,,127.02,,,,
IDN,KMN FARID PRATAMA,525955555,,,,,,,,,,,,,,,,,,67.35,,,,
IDN,MANDALA-525,525101955,,,,,,,,,,,,,,,,,,0.0,,,,
IDN,MARCEL JAYA 103,525900196,,,,,,,,,,,,,,,,,,6.21,,,,
IDN,MARCEL JAYA 57,525800475,,,,,,,,,,,,,,,,,,24.11,,,,
IDN,MARGO ASIH III,525000182,,,,,,,,,,,,,,,,,,23.28,,,,
IDN,MUTIARASARI,525900190,,,,,,,,,,,,,,,,,,4.16,,,,
IDN,NAILI 25,525916080,,,,,,,,,,,,,,,,,,1.51,,,,
IDN,NAN,525500693,,,,,,,,,,,,,,,,,,0.25,,,,
IDN,NAN,525701391,,,,,,,,,,,,,,,,,,5.49,,,,
IDN,PAHALA MELIMPAH 1,525005371,,,,,,,,,,,,,,,,,,7.82,,,,
IDN,SAMAWA01,525401155,,,,,,,,,,,,,,,,,,1.33,,,,
IDN,SINAR ARINDO -6,525900813,,,,,,,,,,,,,,,68.42,,,,,,,
IDN,SUNAN KALI JAGA,525301052,,,,,,,,,,,,,,,,,,77.16,,,,
IDN,TAMBAH JAYA,525884488,,,,,,,,,,,,,,,,,,10.82,,,,
IDN,TERUS JAYA 18,525005447,,,,,,,,,,,,,,,,,,229.76,,,,
IDN,TRANS MITRAMAS 5,525501081,,,,,,,,,,,,,,,2.55,,,,,,,
IDN,TRANS MITRAMAS-31,525501368,,,,,,,,,,,,,,,117.16,,,,,,,
IDN,WITA MAKMUR 3,525800616,,,,,,,,,,,,,,,,,,57.92,,,,
IDN,WITA MAKMUR 8,525401249,,,,,,,,,,,,,,,,,,1.81,,,,
JPN,78KOYOMARU NO2,431023184,,,,,,,,,,,,,,,,376.26,,1035.67,,,,
JPN,78KOYOMARU NO3,431023187,,,,,,,,,,,,,,,,81.34,,293.26,,,,
JPN,ASAHI MARU NO8,431171000,,132.77,,,,,88.99,10.0,,,,,,,,83.63,,,,,,
JPN,ASAHIMARU NO11,431484000,9816438,52.81,,,,,128.68,305.46,0.15,,,,,,,,,,,,,
JPN,CHIRYUMARU NO3,431600260,,,,,,,41.67,,,,,,,,,,,,,,,
JPN,CHIYOMARU NO3,431501757,,,,,,,,376.34,,,,,,,,,,,,,,
JPN,CHOKYU MARU NO68,431100990,,8.13,,,,,2.3,,,,0.65,,,,,,,,4.45,,,
JPN,DAI78KAIOUMARU,431602750,,,,,,,,781.28,,,,,,,,,,,,,,
JPN,DAI8SUE MARU,431680127,,,,,,,,42.404999999999994,,,,,,,,,,,,,,
JPN,DAIKIMARU NO8,431500330,,,,,,,430.66,543.27,,,,,,,,,,,,,,
JPN,EISEIMARU NO31,431200970,,,,,,,212.08,72.62,,,,,,,,24.42,,,,,,
JPN,EISEIMARU NO8,431200060,,,,,,,155.87,141.71,,,,,,,,86.63,,,,,,
JPN,FUJITAFUJIMARU,431500370,,,,,,,91.95,123.29,,,,,,,,,,,,,,
JPN,FUKUICHIMARU NO128,431155000,,,,,,,,4.09,,,,,,,,13.68,,20.48,,,,3.0
JPN,FUKUICHIMARU NO88,431635000,9890721,,,,,,,,,,,,,,,621.77,,813.13,,,,
JPN,FUKUTOKUMARU NO37,431700060,,,,,,,24.75,,,,,,,,,4063.4,,299.14,,,,
JPN,FUKUTOKUMARU NO38,431253000,9185360,,,,,,,,,,,,,,,1012.69,,,,,,
JPN,FUKUTOKUMARU NO88,431200150,,,,,,,,15.3,,,,,,,,,,,,,,
JPN,FUKUTOKUMARU NO88,432894000,9671711,,,,,,,,,,,,,,,1148.11,,,,,,
JPN,FUKUYO MARU NO5,431035000,9918389,,,,,,,,,,,,,,,1401.91,,,,,,
JPN,FUKUYO MARU NO7,432942000,9689859,,,,,,,,,,,,,,,822.07,,,,,,
JPN,GENKICHI MARU NO27,432384000,,,,,,,,1.25,,,,,,,,,,,,,,
JPN,GENPUKU MARU NO81,431905000,9902366,,,,,,,,0.89,,,,,,,24.23,,6.48,,,,
JPN,GENPUKU NO22,431016429,,,,,,,,,,,,,,,,19.86,,4.99,,,,
JPN,GENPUKUMARU NO11,431016428,,,,,,,,,,,,,,,,217.69,,461.32,,,,
JPN,HAKKO MARU 2 GOTEI,431008225,,,,,,,,,,,,,,,,,,0.68,,,,
JPN,HAKKO MARU NO2,432487000,,,,,,,,,,,,,,,,54.48,,23.41,,,,
JPN,HANEIMARU NO36,431005009,,,,,,,361.14,,,,,,,,,,,,,,,
JPN,HASHIMURATERUMARU,431500637,,,,,,,0.36,,,,,,,,,,,,,,,
JPN,HIROMARU,431680124,,,,,,,,156.66,,,,,,,441.01,,,,,,,
JPN,HOSHIN MARU NO62,431704110,,,,,,,,,,,,,,,,456.96,,,,,,
JPN,HOSHIN MARU NO81,431902000,9907287,,,,,,,,,33.39,,,,,,1294.66,,,,,,
JPN,HOSHINMARU NO78,432962000,9690303,,,,,,0.08,,,,,,,,,0.82,,,,,,
JPN,HOSHINMARU NO78,432962000,,,,,,,,,,,,,,,,473.29,,,,,,
JPN,"HOUEIMARU NO,1",431015336,,,,,,,813.52,432.58,,,,,,,,,,,,,,
JPN,ICHIEIMARU NO88,431017916,,,,,,,,261.88,,,,,,,,,,,,,,
JPN,INARIMARU NO85,432507000,9326263,75.57,,,,,376.16,,,,,,,,,35.25,,,,,,
JPN,IROHAMARU  NO71,431200503,,,,,,,264.52,237.1,,,,,,,,,,,,,,
JPN,IROHAMARU NO51,431500880,,,,,,,,591.68,,,,,,,,,,,,,,
JPN,KAGOSHIMA MARU,432850000,9580479,,,,,,,128.31,,,,,,,13.65,,,,,,,
JPN,KAIENMARU NO1,431501724,,,,,,,145.32,,,,,,,,,,,,,,,
JPN,KAIENMARU NO50,431501250,,,,,,,,1010.27,,,,,,,,,,,,,,
JPN,KAIENMARU NO57,431501683,,,,,,,,211.06,,,,,,,,,,,,,,
JPN,KAIENMARU NO77,431004047,,,,,,,274.82,59.09,,,,,,,,,,,,,,
JPN,KAIENMARU NO88,431004559,,,,,,,163.73,94.06,1.68,,,,,,,,,,,,,
JPN,KAIENMRUNO57,431501683,,,,,,,,3.22,,,,,,,,,,,,,,
JPN,KAIGATAMARU NO88,431663000,9109275,,,,,,1.81,,,,,,,,,1266.03,,57.93,,,,
JPN,KAIHOMARU,431384000,9890795,,,,,2.5,,173.21,,,,,,,,8.56,,1.57,,,,
JPN,"KAIO MARU NO,81",432943000,9689861,2.12,,,,,,,,,,,,,,,,,,,,
JPN,KAIOHMARU  NO11,431011377,,,,,,,,1157.33,,,,,,,,,,,,,,
JPN,KAIYUMARU,432753000,9580948,,,,,,1.07,,,,,,,,,,,,,,,
JPN,KATSUMARU  NO58,431001235,,,,,,,107.23,402.77,,,,,,,,,,,,,,
JPN,KIFUKU MARU NO36,431600275,9115676,2.44,,,,,1.62,,,,,,,,,,,,,,,
JPN,KINEI MARU NO118,432453000,9311907,,,,,,1.82,,,,,,,,,,,1203.2,,,,
JPN,KINEI MARU NO135,432444000,9311921,,,,,,8.48,,,123.04,,,,,,1043.93,,50.79,,,,
JPN,KINEI MARU NO53,431380000,9189031,,,,,,,,2.26,,,,,,,756.36,,807.16,,,,
JPN,KINEIMARU NO128,432367000,9281102,,,,,,,5.29,,,,,,,16.48,,,,,,,
JPN,KINSEIMARU NO3,431680630,,,,,,,,666.04,,,,,,,,,,,,,,
JPN,KIYO  MARU NO28,431795000,9128697,212.76,,,,,94.37,174.39,,,,,,,,4.14,,,,,,
JPN,KIYO MARU NO18,431914000,,216.34,,,,,34.15,126.19,,,,,,,,56.34,,,,,,
JPN,KOEIMARU NO8,431680190,,,,,,,,434.88,,,,,,,,,,,,,,
JPN,KOHRYOMARU,431009306,,,,,,,,2.42,,,,,,,,,,,,,,
JPN,KORYUMARU,431000168,,,,,,,377.49,,,,,,,,,,,,,,,
JPN,KOTOSHIROMARU NO58,432914000,,0.62,,,,,,,,,,,,,,,,,,,,
JPN,KOURYOUMARU NO3,431602346,,,,,,,,122.92,,,,,,,,,,,,,,
JPN,KOYOMARU NO78,431181000,9991018,,,,,,,4.14,,,,,,,,37.59,,117.82,,,,
JPN,KYOYOMARU NO3,431487000,9194945,135.31,,,,,145.35,10.52,,,,,,,,,,,,,,
JPN,MEIHO MARU NO22,431801000,9119751,,,,,,122.81,214.86,0.86,,,,,,,,,,,,,
JPN,MEIHO MARU NO37,431579000,,,,,,,193.92,179.97,,,,,,,,,,,,,,
JPN,MIAMARU NO58,431001322,,,,,,,708.98,,,,,,,,,,,,,,,
JPN,MIAMARU NO78,431005871,,,,,,,74.19,,1.17,,,,,,,,,,,,,
JPN,MIKIMARU NO1,431012995,,,,,,,,19.72,,,,,,,,,,,,,,
JPN,MIYAMARU NO18,432845000,9634749,,,,,,,0.4,,,,,,,,26.78,,0.2,,,,
JPN,NAN,431200503,,,,,,,,108.64,,,,,,,,,,,,,,
JPN,NANAEMARU,431680770,,,,,,,,223.68,,,,,,,,,,,,,,
JPN,"NIKKO MARU N0,11",431768000,,,,,,,108.9,45.81,,,,,,,,37.2,,,,,,
JPN,NIKKO MARU NO1,431769000,,,,,,,82.51,367.94,,,,,,,,38.84,,,,,,
JPN,NIKKO MARU NO51,431935000,9162576,,,,,,313.32,240.09,,,,,,,,48.45,,,,,,
JPN,NIKKOMARU NO111,431255000,9775189,136.67,,,,,104.7,99.7,,,,,,,,101.18,,,,,,
JPN,"NO,88  EIYUUMARU",431002571,,,,,,,,43.51,,,,,,,904.3,,,,,,,
JPN,NO1 SEIKICHIMARU,431680790,,,,,,,,697.22,,,,,,,,,,,,,,
JPN,NO11 MITSUMARU,431602086,,,,,,,557.7,,,,,,,,,,,,,,,
JPN,NO128 KAIGATAMARU,432984000,9709831,,,,,,,,,,,,,,,,,11.17,,,,
JPN,NO18 KOUYUUMARU,431016137,,,,,,,173.49,,,,,,,,,,,,,,,
